URL,1st Level,2nd Level,3rd Level,4th Level,Lens
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/welcome.html,Abstract and Introducción ,N/A,N/A,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/definitions.html,Definitions,N/A,N/A,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/compute-layer.html,Definitions,Compute Layers,N/A,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/data-layer.html,Definitions,Data Layer,N/A,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/messaging-and-streaming-layer.html,Definitions,Messaging and streaming layer,N/A,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/user-management-and-identity-layer.html,Definitions,User management and identity layer,N/A,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/edge-layer.html,Definitions,Edge layer,N/A,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/systems-monitoring-and-deployment.html,Definitions,Systems monitoring and deployment,N/A,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/deployment-approaches.html,Definitions,Deployment approaches,N/A,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/lambda-version-control.html,Definitions,Lambda version control,N/A,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/general-design-principles.html,Design principles,N/A,N/A,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/scenarios.html,Scenarios,N/A,N/A,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/restful-microservices.html,Scenarios,RESTful microservices,N/A,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/alexa-skills.html,Scenarios,Alexa skills,N/A,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/mobile-backend.html,Scenarios,Mobile backend,N/A,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/streaming-processing.html,Scenarios,Streaming processing,N/A,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/web-application.html,Scenarios,Web application,N/A,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/event-driven-architectures.html,Scenarios,Event-driven architectures,N/A,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/the-pillars-of-the-well-architected-framework.html,The pillars of the Well-Architected Framework,N/A,N/A,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/operational-excellence-pillar.html,The pillars of the Well-Architected Framework,Operational excellence pillar,N/A,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/organization.html,The pillars of the Well-Architected Framework,Operational excellence pillar,Organization,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/prepare.html,The pillars of the Well-Architected Framework,Operational excellence pillar,Prepare,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/operate.html,The pillars of the Well-Architected Framework,Operational excellence pillar,Operate,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/opex-metrics-and-alerts.html,The pillars of the Well-Architected Framework,Operational excellence pillar,Operate,Metrics and alerts,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/opex-logging.html,The pillars of the Well-Architected Framework,Operational excellence pillar,Operate,Centralized and structured logging,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/opex-distributed-tracing.html,The pillars of the Well-Architected Framework,Operational excellence pillar,Operate,Distributed tracing,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/opex-prototyping.html,The pillars of the Well-Architected Framework,Operational excellence pillar,Operate,Prototyping,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/opex-configuration.html,The pillars of the Well-Architected Framework,Operational excellence pillar,Operate,Configuration,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/opex-testing.html,The pillars of the Well-Architected Framework,Operational excellence pillar,Operate,Testing,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/opex-deploying.html,The pillars of the Well-Architected Framework,Operational excellence pillar,Operate,Deploying,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/evolve.html,The pillars of the Well-Architected Framework,Operational excellence pillar,Evolve,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/key-aws-services.html,The pillars of the Well-Architected Framework,Operational excellence pillar,Key AWS services,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/resources.html,The pillars of the Well-Architected Framework,Operational excellence pillar,Resources,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/security-pillar.html,The pillars of the Well-Architected Framework,Security pillar,N/A,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/identity-and-access-management.html,The pillars of the Well-Architected Framework,Security pillar,Identity and access management,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/detective-controls.html,The pillars of the Well-Architected Framework,Security pillar,Detective controls,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/infrastructure-protection.html,The pillars of the Well-Architected Framework,Security pillar,Infrastructure protection,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/data-protection.html,The pillars of the Well-Architected Framework,Security pillar,Data protection,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/incident-response.html,The pillars of the Well-Architected Framework,Security pillar,Incident response,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/key-aws-services-1.html,The pillars of the Well-Architected Framework,Security pillar,Key AWS services,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/resources-1.html,The pillars of the Well-Architected Framework,Security pillar,Resources,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/reliability-pillar.html,The pillars of the Well-Architected Framework,Reliability pillar,N/A,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/rel-foundations.html,The pillars of the Well-Architected Framework,Reliability pillar,Foundations,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/change-management.html,The pillars of the Well-Architected Framework,Reliability pillar,Change management,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/failure-management.html,The pillars of the Well-Architected Framework,Reliability pillar,Failure management,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/limits.html,The pillars of the Well-Architected Framework,Reliability pillar,Limits,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/key-aws-services-2.html,The pillars of the Well-Architected Framework,Reliability pillar,Key AWS services,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/resources-2.html,The pillars of the Well-Architected Framework,Reliability pillar,Resources,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/performance-efficiency.html,The pillars of the Well-Architected Framework,Performance efficiency pillar,N/A,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/selection.html,The pillars of the Well-Architected Framework,Performance efficiency pillar,Selection,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/amazon-api-gateway.html,The pillars of the Well-Architected Framework,Performance efficiency pillar,Selection,Amazon API Gateway,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/aws-lambda.html,The pillars of the Well-Architected Framework,Performance efficiency pillar,Selection,AWS Lambda,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/aws-step-functions.html,The pillars of the Well-Architected Framework,Performance efficiency pillar,Selection,AWS Step Functions,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/optimize.html,The pillars of the Well-Architected Framework,Performance efficiency pillar,Optimize,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/amazon-api-gateway-2.html,The pillars of the Well-Architected Framework,Performance efficiency pillar,Optimize,Amazon API Gateway,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/aws-lambda-2.html,The pillars of the Well-Architected Framework,Performance efficiency pillar,Optimize,AWS Lambda,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/aws-step-functions-2.html,The pillars of the Well-Architected Framework,Performance efficiency pillar,Optimize,AWS Step Functions,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/review.html,The pillars of the Well-Architected Framework,Performance efficiency pillar,Review,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/monitoring.html,The pillars of the Well-Architected Framework,Performance efficiency pillar,Monitoring,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/tradeoffs.html,The pillars of the Well-Architected Framework,Performance efficiency pillar,Tradeoffs,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/key-aws-services-3.html,The pillars of the Well-Architected Framework,Performance efficiency pillar,Key AWS services,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/resources-3.html,The pillars of the Well-Architected Framework,Performance efficiency pillar,Resources,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/cost-optimization.html,The pillars of the Well-Architected Framework,Cost optimization pillar,N/A,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/cost-effective-resources.html,The pillars of the Well-Architected Framework,Cost optimization pillar,Cost-effective resources,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/matching-supply-and-demand.html,The pillars of the Well-Architected Framework,Cost optimization pillar,Matching supply and demand,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/expenditure-and-usage-awareness.html,The pillars of the Well-Architected Framework,Cost optimization pillar,Expenditure and usage awareness,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/optimizing-over-time.html,The pillars of the Well-Architected Framework,Cost optimization pillar,Optimizing over time,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/cost-and-performance-optimization.html,The pillars of the Well-Architected Framework,Cost optimization pillar,Optimizing over time,Lambda cost and performance optimization,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/logging-ingestion-and-storage.html,The pillars of the Well-Architected Framework,Cost optimization pillar,Optimizing over time,Logging ingestion and storage,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/leverage-vpc-endpoints.html,The pillars of the Well-Architected Framework,Cost optimization pillar,Optimizing over time,Leverage VPC endpoints,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/capacity.html,The pillars of the Well-Architected Framework,Cost optimization pillar,Optimizing over time,DynamoDB on-demand and provisioned capacity,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/step-functions-workflows.html,The pillars of the Well-Architected Framework,Cost optimization pillar,Optimizing over time,AWS Step Functions Express Workflows,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/direct-integrations.html,The pillars of the Well-Architected Framework,Cost optimization pillar,Optimizing over time,Direct integrations,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/code-optimization.html,The pillars of the Well-Architected Framework,Cost optimization pillar,Optimizing over time,Code optimization,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/resources-4.html,The pillars of the Well-Architected Framework,Cost optimization pillar,Resources,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/sustainability.html,The pillars of the Well-Architected Framework,Sustainability pillar,N/A,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/conclusion.html,Conclusion,N/A,N/A,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/contributors.html,Contributors,N/A,N/A,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/further-reading.html,Further reading,N/A,N/A,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/document-revisions.html,Document revisions,N/A,N/A,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/notices.html,Notices,N/A,N/A,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/serverless-applications-lens/glossary.html,AWS Glossary,N/A,N/A,N/A,Serverless Applications
https://docs.aws.amazon.com/wellarchitected/latest/financial-services-industry-lens/financial-services-industry-lens.html,Abstract and Introducción ,N/A,N/A,N/A,Financial Services Industry
https://docs.aws.amazon.com/wellarchitected/latest/financial-services-industry-lens/design-principles.html,Design principles,N/A,N/A,N/A,Financial Services Industry
https://docs.aws.amazon.com/wellarchitected/latest/financial-services-industry-lens/scenarios.html,Scenarios,N/A,N/A,N/A,Financial Services Industry
https://docs.aws.amazon.com/wellarchitected/latest/financial-services-industry-lens/financial-data-mesh.html,Scenarios,Financial data mesh,N/A,N/A,Financial Services Industry
https://docs.aws.amazon.com/wellarchitected/latest/financial-services-industry-lens/artificial-intelligence-and-machine-learning.html,Scenarios,Artificial intelligence and machine learning,N/A,N/A,Financial Services Industry
https://docs.aws.amazon.com/wellarchitected/latest/financial-services-industry-lens/cyber-event-recovery-in-financial-services.html,Scenarios,Cyber event recovery in financial services,N/A,N/A,Financial Services Industry
https://docs.aws.amazon.com/wellarchitected/latest/financial-services-industry-lens/open-banking.html,Scenarios,Open banking,N/A,N/A,Financial Services Industry
https://docs.aws.amazon.com/wellarchitected/latest/financial-services-industry-lens/payments.html,Scenarios,Payments,N/A,N/A,Financial Services Industry
https://docs.aws.amazon.com/wellarchitected/latest/financial-services-industry-lens/insurance-lake.html,Scenarios,Insurance lake,N/A,N/A,Financial Services Industry
https://docs.aws.amazon.com/wellarchitected/latest/financial-services-industry-lens/capital-markets-market-data-ingestion-and-distribution.html,Scenarios,Capital markets: Market data ingestion and distribution,N/A,N/A,Financial Services Industry
https://docs.aws.amazon.com/wellarchitected/latest/financial-services-industry-lens/operational-excellence.html,Operational excellence,N/A,N/A,N/A,Financial Services Industry
